,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
165,The Mack,0.0707,0.707,0.883,0.0,0.23,-4.281,1,0.0602,106.031,4,0.541,12423,Australia,7aV2mflaASUmGhCErm7kBO
166,Baba,0.352,0.839,0.453,0.00101,0.0568,-5.982,1,0.0884,159.904,4,0.171,12345,Australia,3CUsYy61rwbmpi6bHDnuD4
167,"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",0.0304,0.631,0.732,0.0,0.261,-4.706,1,0.203,151.779,4,0.549,12298,Australia,5PfTI3zrQbZEWcQdycMqJM
168,Aphrodite - Violin,0.232,0.413,0.771,0.0,0.167,-3.861,0,0.115,166.222,4,0.355,12263,Australia,6TsUpMfzc7ORiO8jN6yAzf
169,Love$ick,0.126,0.665,0.771,0.00449,0.27,-5.124,0,0.14,88.835,4,0.732,12261,Australia,5v9N8Rx3QsFvr50cxyQcA3
170,Your Soul (Holding On),0.0113,0.532,0.746,1.23e-06,0.181,-5.825,1,0.0382,116.119,4,0.265,12246,Australia,4nxvRweTK5ZZhbH3G7PuEn
171,"Lose Yourself - From ""8 Mile"" Soundtrack",0.00868,0.692,0.744,0.000423,0.359,-4.565,1,0.257,171.374,4,0.0612,12228,Australia,5Z01UMMf7V1o0MzF86s6WJ
172,Feel Good (feat. Daya),0.22,0.625,0.707,0.0,0.213,-4.761,1,0.0337,138.064,4,0.479,12219,Australia,0NyOeqzqjVM9j7IuWp2oJ6
173,Dale,0.115,0.744,0.787,0.428,0.122,-7.676,0,0.0425,115.008,4,0.467,12213,Australia,2WJ8HV2cH44KtNlIWdGcwh
174,Doverstreet,0.492,0.809,0.537,0.0985,0.102,-9.341,0,0.0572,149.948,4,0.649,12170,Australia,2Xqwc88RkTu9Ybwn6oS7Ea
175,By Your Side,0.0778,0.696,0.743,0.0,0.0581,-3.838,1,0.0331,122.978,4,0.644,12162,Australia,1D3ODoXHBLpdxolZRHWV1j
176,Bad and Boujee (feat. Lil Uzi Vert),0.061,0.927,0.665,0.0,0.123,-5.313,1,0.244,127.076,4,0.175,12147,Australia,4Km5HrUvYTaSUfiSGPJeQR
177,Everyday,0.0192,0.635,0.738,0.0,0.15,-4.424,0,0.0519,130.971,4,0.428,12076,Australia,3FiE2d325mIOc4YjkSLVJR
178,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,12071,Australia,17Fd6Yb7mSbinKG8LoWfFl
179,Miss You,0.104,0.88,0.605,0.00488,0.106,-7.639,0,0.0531,120.017,4,0.626,11958,Australia,7of1slAJIWrXxP8ikAHxje
180,'Till I Collapse,0.0748,0.551,0.851,0.0,0.0784,-3.277,1,0.197,171.411,4,0.1,11949,Australia,6yr8GiTHWvFfi4o6Q5ebdT
181,Love Me Now,0.591,0.495,0.762,0.0,0.0763,-3.842,1,0.0862,123.893,4,0.708,11926,Australia,6nxQdXa1uAL0rY72wPZu89
182,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.0123,0.667,0.83,0.0,0.191,-5.715,1,0.0749,113.03,4,0.701,11924,Australia,6JV2JOEocMgcZxYSZelKcc
183,iPhone 17 (feat. Moé),0.0127,0.622,0.628,0.0,0.0507,-8.285,0,0.117,92.839,4,0.541,11865,Australia,6rwCkGBh7CV6pcdxZKbcsG
184,Guck Mama,0.00813,0.752,0.658,0.0,0.0703,-6.335,1,0.264,89.869,4,0.259,11850,Australia,4ebyxcj1PnmLXRFFpWegGY
185,Bloodstream,0.0317,0.62,0.627,0.0,0.172,-5.889,1,0.0259,90.955,4,0.164,11831,Australia,26AuyrZGzWWiYZPSd3XBIg
186,Breathe,0.0356,0.732,0.738,0.000177,0.166,-5.83,1,0.0519,96.982,4,0.555,11783,Australia,4fhVodXZARPX0oTuQh8V9l
187,Wonderwall - Remastered,0.000452,0.378,0.896,0.0,0.194,-4.066,1,0.0407,174.302,4,0.469,11755,Australia,5qqabIl2vWzo9ApSC317sa
188,Romantic - NOTD Remix,0.218,0.746,0.631,0.0,0.222,-7.968,0,0.231,104.047,4,0.342,11721,Australia,3SGWp9fJCzgK0WcpcKSQdy
189,Places,0.264,0.728,0.858,0.000761,0.158,-3.866,0,0.0457,122.01,4,0.638,11704,Australia,6O85MfGECKBqAK2MgSbCaj
190,Savage (feat. Flux Pavilion & MAX),0.151,0.679,0.662,0.0,0.376,-5.861,1,0.0773,90.054,4,0.365,11678,Australia,1Rl40PsX4mh9xVOeGHq86B
191,Feuerwerk,0.123,0.662,0.797,4.15e-06,0.182,-5.777,1,0.0338,146.01,4,0.653,11674,Australia,5toMpskhrnl8ByNg0zlB5F
192,Oceans Away - Sam Feldt Remix,0.316,0.741,0.613,0.0316,0.0893,-9.347,1,0.0354,115.031,4,0.271,11641,Australia,78mNkiUBAwHqjT0QOeEqqg
193,Absätze > Hauptsätze,0.0781,0.609,0.854,0.0,0.0642,-5.043,1,0.407,181.826,4,0.856,11564,Australia,0Xt07wEnASnw91iFJ1su1j
194,Für die Gang,0.0487,0.764,0.536,2.76e-06,0.221,-9.177,0,0.263,129.054,4,0.315,11544,Australia,5TKIutymE7YA4mTcLa9eAQ
195,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,11517,Australia,0L7loeTIg6akW84aEQZpCT
196,Ghetto,0.0246,0.904,0.675,0.00238,0.15,-8.654,0,0.077,126.001,4,0.769,11476,Australia,1QzjtS7kXYGPUQF1lbcX1f
197,Come to Me - Radio Edit,0.125,0.791,0.695,0.0119,0.317,-7.879,1,0.0482,127.045,4,0.45,11465,Australia,2aFujKFsDGMuV6BXsdyU9y
198,I Got You,0.0504,0.609,0.887,4.76e-06,0.09,-4.749,0,0.0507,97.99,4,0.316,11463,Australia,1FUViuNSldssMIawrOXF2i
199,Only One - Radio Edit,0.0039,0.626,0.938,0.000452,0.599,-3.005,1,0.0944,124.932,4,0.518,11387,Australia,5ev0Z2lFzmhjlQCWpRAWiG
