,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
163,Stitches,0.0152,0.746,0.754,0.0,0.0486,-6.681,1,0.067,149.882,4,0.764,12109,Australia,1WP1r7fuvRqZRnUaTi2I1Q
164,Oceans Away - Sam Feldt Remix,0.316,0.741,0.613,0.0316,0.0893,-9.347,1,0.0354,115.031,4,0.271,12067,Australia,78mNkiUBAwHqjT0QOeEqqg
165,Fast Car,0.453,0.459,0.587,0.0,0.307,-6.983,1,0.0785,113.901,4,0.581,12042,Australia,6OZh916QF8XNunWaP97WEZ
166,Spirits,0.169,0.54,0.729,0.0,0.112,-3.709,1,0.0276,80.453,4,0.779,12025,Australia,2H6dHxAxGq5oQ9EiinNpXT
167,Sorry,0.0797,0.654,0.76,0.0,0.299,-3.669,0,0.045,99.945,4,0.41,12009,Australia,69bp2EbF7Q2rqc5N3ylezZ
168,Some Kind Of Drug (feat. Marc E. Bassy),0.0705,0.634,0.525,0.0,0.0729,-8.968,1,0.47,130.271,4,0.49,11990,Australia,1Bqxj0aH5KewYHKUg1IdrF
169,Ham kummst,0.256,0.842,0.577,0.000374,0.133,-6.864,0,0.044,125.005,4,0.368,11958,Australia,30t2cItUPY7CvZOup7zptn
170,No Money,0.0282,0.671,0.916,0.00762,0.24,-4.014,0,0.0397,126.01,4,0.803,11953,Australia,0gb1J5UrTpzaU1s3nupgCd
171,wir gewinnt,0.0176,0.365,0.697,0.0,0.154,-7.599,1,0.107,173.022,4,0.382,11816,Australia,6rupuJZn5L8ZMUZgVl0560
172,Hulapalu,0.5,0.705,0.68,0.0,0.617,-4.674,1,0.0491,124.981,4,0.679,11794,Australia,7zja6rwquGA6vzLolzKrda
173,Bleib in der Schule,0.0522,0.629,0.822,0.0,0.909,-5.445,1,0.152,139.952,4,0.571,11706,Australia,0QjewL57d6QobAvn1JoQd9
174,Broccoli (feat. Lil Yachty),0.236,0.886,0.525,0.0,0.057,-7.39,1,0.131,145.99,4,0.708,11626,Australia,7yyRTcZmCiyzzJlNzGC9Ol
175,Don't You Know - Radio Edit,0.0549,0.745,0.737,0.00661,0.0939,-4.868,1,0.0641,119.982,4,0.635,11601,Australia,0cAuqPI1R8RlFsXXWWO039
176,The Greatest,0.0174,0.639,0.785,0.00107,0.0512,-6.167,0,0.174,191.95,4,0.686,11592,Australia,6bLopGnirdrilrpdVB6Um1
177,Heatwave (feat. Akon),0.196,0.702,0.82,0.0,0.156,-4.323,0,0.063,107.936,4,0.52,11503,Australia,2KMJ5CoxY4ECG9TZyNWmpv
178,"Me, Myself & I",0.0184,0.756,0.674,0.0,0.158,-6.518,0,0.0959,111.995,4,0.389,11435,Australia,40YcuQysJ0KlGQTeGUosTC
179,Trust Nobody (feat. Selena Gomez & Tory Lanez),0.494,0.42,0.636,0.0,0.122,-7.216,1,0.22,156.104,5,0.784,11250,Australia,2wDjpPW3HZdA9quPPmZAMu
180,Roses (feat. ROZES),0.0361,0.716,0.806,0.00413,0.244,-7.602,1,0.0466,100.033,4,0.347,11107,Australia,6O6M7pJLABmfBRoGZMu76Y
181,Without Me,0.00286,0.908,0.669,0.0,0.237,-2.827,1,0.0738,112.238,4,0.662,11092,Australia,7lQ8MOhq6IN2w8EYcFNSUk
182,Boyfriends - Selecta Remix,0.0259,0.691,0.906,4.91e-05,0.0643,-3.755,0,0.161,127.998,4,0.518,11072,Australia,2e6L8mAClebcUmNi1HkyyP
183,Sex ohne Grund (feat. Shindy),0.167,0.899,0.6,0.0,0.0469,-7.052,0,0.327,93.982,4,0.685,11053,Australia,7cufww06qM0dH2rpkch4fi
184,What Do You Love,0.166,0.542,0.903,3.53e-05,0.355,-2.745,1,0.0731,96.028,4,0.39,11027,Australia,0h4FK0CnlZ3oJnZ6quEk1P
185,Bailar (feat. Elvis Crespo) - Radio Edit,0.0637,0.793,0.848,0.226,0.0647,-5.327,1,0.121,128.104,4,0.455,10986,Australia,1HCw8XKtTgWWU3JlEUR0qQ
186,Taped up Heart (feat. Clara Mae),0.152,0.675,0.937,0.0,0.154,-3.525,0,0.0509,103.961,4,0.567,10967,Australia,26hcyzSE154xMZCbFdtInA
187,Stoff und Schnaps,0.0506,0.941,0.807,0.0,0.0833,-4.588,0,0.0564,120.041,4,0.761,10926,Australia,463oFGElXVcP8ueC72zvMj
188,Please Tell Rosie,0.024,0.721,0.681,0.0109,0.157,-7.631,0,0.0488,121.978,4,0.768,10892,Australia,2IDDQFHRf9iH35jeL89uNs
189,Don't Stop Believin',0.127,0.5,0.748,0.0,0.447,-9.072,1,0.0363,118.852,4,0.514,10884,Australia,4bHsxqR3GMrXTxEPLuK5ue
190,Sofia,0.127,0.691,0.72,0.0,0.15,-5.918,1,0.0324,128.014,4,0.906,10784,Australia,1VoHrSS3QQ6TbpabLrFiYb
191,Willst du,0.631,0.733,0.751,0.0,0.149,-6.171,1,0.0828,126.018,4,0.701,10732,Australia,3g62kHCCbNwhEKYywx5Xwz
192,"i hate u, i love u (feat. olivia o'brien)",0.687,0.492,0.275,0.0,0.101,-13.4,0,0.3,92.6,4,0.18,10651,Australia,7vRriwrloYVaoAe3a9wJHe
193,Musik sein,0.0963,0.455,0.719,0.0,0.238,-6.138,1,0.0853,156.662,4,0.548,10607,Australia,1UXyQicTgZI4PT4zflpodi
194,Living (feat. Alex Clare),0.0605,0.762,0.821,0.00341,0.141,-4.087,1,0.0453,121.98,4,0.858,10599,Australia,63Qco1ncI5U4qEUnxL1DsH
195,Last Resort,0.000504,0.581,0.887,0.00111,0.268,-3.659,0,0.0624,90.578,4,0.724,10493,Australia,5eek2X5459T1HoYJk2CKXv
196,Safari,0.243,0.834,0.768,5.18e-06,0.142,-7.767,0,0.205,129.996,4,0.738,10490,Australia,6hjck7ERXicpsW51UkdHCA
197,Classic,0.0384,0.72,0.791,0.0,0.157,-4.689,1,0.124,102.071,4,0.756,10475,Australia,6FE2iI43OZnszFLuLtvvmg
198,Reggaetón Lento (Bailemos),0.4,0.761,0.838,0.0,0.176,-3.073,0,0.0502,93.974,4,0.71,10473,Australia,3AEZUABDXNtecAOSC1qTfo
199,Sugar (feat. Francesco Yates),0.0185,0.636,0.815,0.0,0.163,-5.098,0,0.0581,123.063,4,0.636,10404,Australia,5tf1VVWniHgryyumXyJM7w
