,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
163,Lost on You,0.1,0.433,0.724,0.0,0.0918,-6.126,0,0.0372,174.006,4,0.689,12714,Australia,3SqvR3HYLlCTYzbDXJ52OC
164,Love$ick,0.126,0.665,0.771,0.00449,0.27,-5.124,0,0.14,88.835,4,0.732,12667,Australia,5v9N8Rx3QsFvr50cxyQcA3
165,Mörder,0.309,0.683,0.695,0.0,0.107,-7.321,0,0.152,90.006,4,0.486,12585,Australia,6v6xHeuMLbCuddN0ETrGhs
166,Work from Home (feat. Ty Dolla $ign),0.103,0.803,0.585,3.94e-06,0.0644,-5.861,1,0.0432,105.017,4,0.593,12585,Australia,4tCtwWceOPWzenK2HAIJSb
167,Inside the Lines (feat. Casso),0.0709,0.561,0.8,0.000133,0.0934,-4.576,1,0.0324,96.989,4,0.399,12584,Australia,3qaYuV5XZAwiOvGE91HhwS
168,Move Your Body - Alan Walker Remix,0.0834,0.636,0.789,0.000896,0.391,-4.905,0,0.0892,128.028,4,0.4,12578,Australia,6LUOMjoORvAkdhBYvESO46
169,Old School,0.0161,0.686,0.748,0.0406,0.296,-5.702,1,0.0434,94.995,4,0.259,12522,Australia,41kE0bBBpwPUZEZKxSIROh
170,Absätze > Hauptsätze,0.0781,0.609,0.854,0.0,0.0642,-5.043,1,0.407,181.826,4,0.856,12503,Australia,0Xt07wEnASnw91iFJ1su1j
171,Nervous (The Ooh Song) - Mark McCabe Remix,0.0732,0.432,0.874,6.14e-06,0.371,-5.558,1,0.0462,103.85,4,0.374,12445,Australia,0L9lXMXddmoBbBUeF7A9An
172,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,12421,Australia,17Fd6Yb7mSbinKG8LoWfFl
173,Only One - Radio Edit,0.0039,0.626,0.938,0.000452,0.599,-3.005,1,0.0944,124.932,4,0.518,12398,Australia,5ev0Z2lFzmhjlQCWpRAWiG
174,Ham kummst,0.256,0.842,0.577,0.000374,0.133,-6.864,0,0.044,125.005,4,0.368,12348,Australia,30t2cItUPY7CvZOup7zptn
175,Magic Life,0.86,0.613,0.231,1.53e-06,0.285,-9.995,1,0.326,120.052,3,0.628,12328,Australia,1qvHaAMqblHcLDsxlrlDp7
176,Some Kind Of Drug (feat. Marc E. Bassy),0.0705,0.634,0.525,0.0,0.0729,-8.968,1,0.47,130.271,4,0.49,12294,Australia,1Bqxj0aH5KewYHKUg1IdrF
177,Ganz Wien,0.246,0.837,0.557,0.000563,0.0842,-10.43,1,0.0402,117.628,4,0.932,12276,Australia,4oK7oq9OwIcDwYadhxpViQ
178,Light It Up (feat. Nyla & Fuse ODG) - Remix,0.0375,0.746,0.877,0.000833,0.233,-3.782,0,0.0666,107.985,4,0.751,12268,Australia,0L7loeTIg6akW84aEQZpCT
179,Sooner Or Later,0.127,0.737,0.729,2.16e-05,0.077,-6.817,0,0.0354,111.937,4,0.436,12237,Australia,6wV12xIUb8oFY7lBy4KuQe
180,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.559,0.581,0.0549,0.0,0.0718,-20.514,0,0.0397,152.037,4,0.234,12224,Australia,3B7udSGy2PfgoCniMSb523
181,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,12144,Australia,3AsAuGTaDQzavZZThyYlop
182,Perfect Strangers,0.372,0.742,0.819,0.0,0.277,-5.307,1,0.0487,117.986,4,0.709,12092,Australia,1CUVN2kn7mW5FjkqXTR2W1
183,Without Me,0.00286,0.908,0.669,0.0,0.237,-2.827,1,0.0738,112.238,4,0.662,11917,Australia,7lQ8MOhq6IN2w8EYcFNSUk
184,What Do You Love,0.166,0.542,0.903,3.53e-05,0.355,-2.745,1,0.0731,96.028,4,0.39,11895,Australia,0h4FK0CnlZ3oJnZ6quEk1P
185,Dann Kommt Die Musik,0.596,0.482,0.539,0.0,0.209,-7.93,1,0.0602,71.209,4,0.31,11847,Australia,3b5eOeAbCqH1mmmOtq6bwG
186,Hulapalu,0.5,0.705,0.68,0.0,0.617,-4.674,1,0.0491,124.981,4,0.679,11807,Australia,7zja6rwquGA6vzLolzKrda
187,Sex ohne Grund (feat. Shindy),0.167,0.899,0.6,0.0,0.0469,-7.052,0,0.327,93.982,4,0.685,11689,Australia,7cufww06qM0dH2rpkch4fi
188,Don't Kill My Vibe,0.222,0.543,0.783,7.5e-05,0.244,-4.834,1,0.117,150.0,4,0.294,11596,Australia,4WdCxlUyj3TCTBaJx5s9tF
189,Love Yourself,0.835,0.609,0.378,0.0,0.28,-9.828,1,0.438,100.418,4,0.515,11574,Australia,3hB5DgAiMAQ4DzYbsMq1IT
190,Sorry,0.0797,0.654,0.76,0.0,0.299,-3.669,0,0.045,99.945,4,0.41,11409,Australia,69bp2EbF7Q2rqc5N3ylezZ
191,What Is Love 2016,0.122,0.788,0.563,0.000196,0.0946,-7.093,0,0.0447,124.995,4,0.349,11405,Australia,5hIR7SX1fSrr5evIAPDY5o
192,Stitches,0.0152,0.746,0.754,0.0,0.0486,-6.681,1,0.067,149.882,4,0.764,11353,Australia,1WP1r7fuvRqZRnUaTi2I1Q
193,Willst du,0.631,0.733,0.751,0.0,0.149,-6.171,1,0.0828,126.018,4,0.701,11342,Australia,3g62kHCCbNwhEKYywx5Xwz
194,Minimum,0.729,0.492,0.841,0.00027,0.101,-9.181,0,0.0904,177.869,4,0.313,11331,Australia,1nTgtGpUoKpA97ZbgZPiZR
195,Roses (feat. ROZES),0.0361,0.716,0.806,0.00413,0.244,-7.602,1,0.0466,100.033,4,0.347,11317,Australia,6O6M7pJLABmfBRoGZMu76Y
196,Can't Hold Us - feat. Ray Dalton,0.0291,0.641,0.922,0.0,0.0862,-4.457,1,0.0786,146.078,4,0.847,11297,Australia,3bidbhpOYeV4knp8AIu8Xn
197,Vienna Calling - Parov Stelar Remix,0.033,0.664,0.822,0.0,0.107,-5.537,0,0.0585,132.058,4,0.313,11286,Australia,6HBoFD22226RxPmFLwq0D7
198,10 Jahre,0.0734,0.599,0.825,0.0,0.288,-6.484,1,0.373,121.115,5,0.419,11269,Australia,3KbCjPkewCmJt09FYtyVK5
199,Talking to You,0.061,0.759,0.668,6e-05,0.34,-5.946,1,0.0297,126.932,4,0.497,11266,Australia,3N08HLCSwOHhMQKJGIZ7rE
