,name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,length,country,music_id
163,I <3 Stress,0.227,0.755,0.687,0.0103,0.226,-6.737,1,0.0886,136.013,4,0.37,12277,Australia,6HVZCQH3pb61ppx5Fs7ID1
164,El Amante,0.243,0.683,0.691,0.0,0.14,-5.535,1,0.0432,179.91,4,0.732,12266,Australia,3umS4y3uQDkqekNjVpiRUs
165,Sooner Or Later,0.127,0.737,0.729,2.16e-05,0.077,-6.817,0,0.0354,111.937,4,0.436,12260,Australia,6wV12xIUb8oFY7lBy4KuQe
166,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",0.145,0.468,0.515,0.0,0.132,-6.578,1,0.0665,86.21,4,0.187,12179,Australia,4nDfc6F2uVcc6wdG7kBzWO
167,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),0.0744,0.684,0.823,0.0,0.111,-3.297,0,0.0773,91.048,4,0.647,12000,Australia,7nKBxz47S9SD79N086fuhn
168,I Took A Pill In Ibiza - Seeb Remix,0.0353,0.663,0.713,7.68e-06,0.0843,-6.647,0,0.112,101.965,4,0.69,11933,Australia,17Fd6Yb7mSbinKG8LoWfFl
169,Johnny Däpp,0.0378,0.752,0.858,0.0,0.0541,-2.901,1,0.126,132.003,4,0.731,11886,Australia,5Qht2aUJcCjRuhrlHvvKt2
170,Down,0.684,0.593,0.362,0.00294,0.125,-14.701,0,0.273,169.998,4,0.0522,11876,Australia,2dqLk7ezV15LEJEwUmEbXB
171,Mörder,0.309,0.683,0.695,0.0,0.107,-7.321,0,0.152,90.006,4,0.486,11873,Australia,6v6xHeuMLbCuddN0ETrGhs
172,Move Your Body - Alan Walker Remix,0.0834,0.636,0.789,0.000896,0.391,-4.905,0,0.0892,128.028,4,0.4,11838,Australia,6LUOMjoORvAkdhBYvESO46
173,Some Kind Of Drug (feat. Marc E. Bassy),0.0705,0.634,0.525,0.0,0.0729,-8.968,1,0.47,130.271,4,0.49,11821,Australia,1Bqxj0aH5KewYHKUg1IdrF
174,Without Me,0.00286,0.908,0.669,0.0,0.237,-2.827,1,0.0738,112.238,4,0.662,11739,Australia,7lQ8MOhq6IN2w8EYcFNSUk
175,The Greatest (feat. Kendrick Lamar),0.0102,0.668,0.725,0.000479,0.0561,-6.127,1,0.266,191.944,4,0.729,11683,Australia,7xHWNBFm6ObGEQPaUxHuKO
176,Nervous (The Ooh Song) - Mark McCabe Remix,0.0732,0.432,0.874,6.14e-06,0.371,-5.558,1,0.0462,103.85,4,0.374,11678,Australia,0L9lXMXddmoBbBUeF7A9An
177,Old School,0.0161,0.686,0.748,0.0406,0.296,-5.702,1,0.0434,94.995,4,0.259,11663,Australia,41kE0bBBpwPUZEZKxSIROh
178,Lost on You,0.1,0.433,0.724,0.0,0.0918,-6.126,0,0.0372,174.006,4,0.689,11575,Australia,3SqvR3HYLlCTYzbDXJ52OC
179,Love Yourself,0.835,0.609,0.378,0.0,0.28,-9.828,1,0.438,100.418,4,0.515,11536,Australia,3hB5DgAiMAQ4DzYbsMq1IT
180,Dann Kommt Die Musik,0.596,0.482,0.539,0.0,0.209,-7.93,1,0.0602,71.209,4,0.31,11508,Australia,3b5eOeAbCqH1mmmOtq6bwG
181,Let Me Hold You (Turn Me On),0.101,0.68,0.774,0.0,0.113,-3.136,0,0.0697,102.949,4,0.331,11459,Australia,0lmdsH1MIoLsMymnNpd6HU
182,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",0.559,0.581,0.0549,0.0,0.0718,-20.514,0,0.0397,152.037,4,0.234,11402,Australia,3B7udSGy2PfgoCniMSb523
183,Can't Hold Us - feat. Ray Dalton,0.0291,0.641,0.922,0.0,0.0862,-4.457,1,0.0786,146.078,4,0.847,11402,Australia,3bidbhpOYeV4knp8AIu8Xn
184,Sorry,0.0797,0.654,0.76,0.0,0.299,-3.669,0,0.045,99.945,4,0.41,11275,Australia,69bp2EbF7Q2rqc5N3ylezZ
185,Talking to You,0.061,0.759,0.668,6e-05,0.34,-5.946,1,0.0297,126.932,4,0.497,11269,Australia,3N08HLCSwOHhMQKJGIZ7rE
186,Last Resort,0.000504,0.581,0.887,0.00111,0.268,-3.659,0,0.0624,90.578,4,0.724,11185,Australia,5eek2X5459T1HoYJk2CKXv
187,Light,0.0857,0.57,0.763,2.49e-06,0.0932,-4.137,1,0.0573,150.088,4,0.43,11139,Australia,7zTx8ePYAmPFQuxP3xlXZn
188,10 Jahre,0.0734,0.599,0.825,0.0,0.288,-6.484,1,0.373,121.115,5,0.419,11104,Australia,3KbCjPkewCmJt09FYtyVK5
189,"City Of Stars - From ""La La Land"" Soundtrack",0.91,0.483,0.121,0.0,0.0885,-15.133,0,0.0349,106.032,4,0.419,11082,Australia,0LtVx5vsq9nfpGsWgjUin6
190,Living (feat. Alex Clare),0.0605,0.762,0.821,0.00341,0.141,-4.087,1,0.0453,121.98,4,0.858,11047,Australia,63Qco1ncI5U4qEUnxL1DsH
191,T-Shirt,0.242,0.865,0.687,0.0,0.158,-3.744,0,0.217,139.023,4,0.486,11047,Australia,7KOlJ92bu51cltsD9KU5I7
192,Perfect Strangers,0.372,0.742,0.819,0.0,0.277,-5.307,1,0.0487,117.986,4,0.709,11046,Australia,1CUVN2kn7mW5FjkqXTR2W1
193,Sex ohne Grund (feat. Shindy),0.167,0.899,0.6,0.0,0.0469,-7.052,0,0.327,93.982,4,0.685,11001,Australia,7cufww06qM0dH2rpkch4fi
194,Sexual,0.0623,0.803,0.569,0.0,0.083,-7.392,1,0.0739,107.986,4,0.809,10949,Australia,3AsAuGTaDQzavZZThyYlop
195,Willst du,0.631,0.733,0.751,0.0,0.149,-6.171,1,0.0828,126.018,4,0.701,10913,Australia,3g62kHCCbNwhEKYywx5Xwz
196,Don't Stop Believin',0.127,0.5,0.748,0.0,0.447,-9.072,1,0.0363,118.852,4,0.514,10873,Australia,4bHsxqR3GMrXTxEPLuK5ue
197,7 Years,0.29,0.742,0.479,0.0,0.391,-5.83,1,0.0551,119.951,4,0.346,10856,Australia,7129iqBafaphfc3WPCGC0L
198,Mr. Brightside,0.00101,0.356,0.924,0.0,0.0953,-3.74,1,0.0808,148.017,4,0.232,10768,Australia,7oK9VyNzrYvRFo7nQEYkWN
199,Don't Be So Shy - Filatov & Karas Remix,0.057,0.773,0.849,0.0103,0.397,-8.345,0,0.0587,119.981,4,0.913,10767,Australia,00vk0sEfb6mr2ehwSw0Uhn
